序号,股票代码,股票简称,预测指标,业绩变动,预测数值,业绩变动幅度,业绩变动原因,预告类型,上年同期值,公告日期
4620,000301,东方盛虹,每股收益,预计2026年1-6月每股收益盈利:0.64元至0.76元。,0.7,,"公司2026年半年度业绩与上年同期相比实现大幅增长,主要原因是:1、2026年上半年,石化化工行业供需格局改善导致景气度有所提升。同时,地缘局势紧张带动国际原油价格中枢上移,受成本抬升以及原料供应偏紧的影响,石化产品价格整体呈上升趋势,公司主要产品价差扩大带动整体盈利能力提升。2、公司充分发挥炼化一体化布局的成本优势,1600万吨/年盛虹炼化一体化项目及其他各产业板块上半年运行平稳、产销顺畅。同时,公司主动把握市场变化,灵活调整下游产品结构,有效提升市场竞争力。3、公司积极采取强化产业板块联动、智能化提质增效、严控供应链稳定等多种措施,确保了主业盈利能力的增长。",预增,0.06,2026-07-06
4621,000301,东方盛虹,归属于上市公司股东的净利润,"预计2026年1-6月归属于上市公司股东的净利润盈利:420,000万元至500,000万元,同比上年增长:987.39%至1194.51%。",4600000000.0,1090.95,"公司2026年半年度业绩与上年同期相比实现大幅增长,主要原因是:1、2026年上半年,石化化工行业供需格局改善导致景气度有所提升。同时,地缘局势紧张带动国际原油价格中枢上移,受成本抬升以及原料供应偏紧的影响,石化产品价格整体呈上升趋势,公司主要产品价差扩大带动整体盈利能力提升。2、公司充分发挥炼化一体化布局的成本优势,1600万吨/年盛虹炼化一体化项目及其他各产业板块上半年运行平稳、产销顺畅。同时,公司主动把握市场变化,灵活调整下游产品结构,有效提升市场竞争力。3、公司积极采取强化产业板块联动、智能化提质增效、严控供应链稳定等多种措施,确保了主业盈利能力的增长。",预增,386245100.0,2026-07-06
4622,603822,ST嘉澳,归属于上市公司股东的净利润,"预计2026年1-6月归属于上市公司股东的净利润盈利:6,000万元至9,000万元,同比上年增长13,823万元至16,823万元。",75000000.0,195.875,"本报告期公司生产经营整体稳健向好,在手订单储备充足,订单履约推进顺畅,经营基本面持续走强,受益于生物航煤板块利润大幅提升,本期经营业绩较上年同期实现显著改善;本报告期生物航煤市场行情向好,叠加精细化成本管控成效显现,产品盈利空间持续拓宽,成为拉动整体业绩增长的核心驱动力,报告期末受船期因素影响,部分已完成生产、原计划月末完成出港的成品顺延发运,相关产品将在下一报告期有序出库发运。",扭亏,-78230000.0,2026-07-04
4623,603822,ST嘉澳,营业收入,"预计2026年1-6月营业收入:200,000万元至240,000万元,同比上年增长:54.05%至84.85%。",2200000000.0,69.45,"本报告期公司生产经营整体稳健向好,在手订单储备充足,订单履约推进顺畅,经营基本面持续走强,受益于生物航煤板块利润大幅提升,本期经营业绩较上年同期实现显著改善;本报告期生物航煤市场行情向好,叠加精细化成本管控成效显现,产品盈利空间持续拓宽,成为拉动整体业绩增长的核心驱动力,报告期末受船期因素影响,部分已完成生产、原计划月末完成出港的成品顺延发运,相关产品将在下一报告期有序出库发运。",预增,1298320000.0,2026-07-04
4624,603822,ST嘉澳,扣除非经常性损益后的净利润,"预计2026年1-6月扣除非经常性损益后的净利润盈利:6,500万元至9,500万元,同比上年增长14,434万元至17,434万元。",80000000.0,200.835,"本报告期公司生产经营整体稳健向好,在手订单储备充足,订单履约推进顺畅,经营基本面持续走强,受益于生物航煤板块利润大幅提升,本期经营业绩较上年同期实现显著改善;本报告期生物航煤市场行情向好,叠加精细化成本管控成效显现,产品盈利空间持续拓宽,成为拉动整体业绩增长的核心驱动力,报告期末受船期因素影响,部分已完成生产、原计划月末完成出港的成品顺延发运,相关产品将在下一报告期有序出库发运。",扭亏,-79340000.0,2026-07-04
4625,603618,杭电股份,扣除非经常性损益后的净利润,"预计2026年1-6月扣除非经常性损益后的净利润盈利:35,500万元至39,500万元,同比上年增长:1087.67%至1221.49%,同比上年增长32,500万元至36,500万元。",375000000.0,1154.58,"报告期内,净利润实现大幅增长,主要系光纤光缆市场回暖,光纤产品需求实现量价齐升。公司二级全资子公司杭州永特信息技术有限公司光纤销量随行业复苏实现同步增长,对公司营业利润做出了积极贡献。",预增,29890400.0,2026-07-04
4626,603618,杭电股份,归属于上市公司股东的净利润,"预计2026年1-6月归属于上市公司股东的净利润盈利:36,000万元至40,000万元,同比上年增长:852.03%至957.82%,同比上年增长32,200万元至36,200万元。",380000000.0,904.925,"报告期内,净利润实现大幅增长,主要系光纤光缆市场回暖,光纤产品需求实现量价齐升。公司二级全资子公司杭州永特信息技术有限公司光纤销量随行业复苏实现同步增长,对公司营业利润做出了积极贡献。",预增,37813800.0,2026-07-04
4627,601211,国泰海通,扣除非经常性损益后的净利润,"预计2026年1-6月扣除非经常性损益后的净利润盈利:1,924,900万元至1,975,700万元,同比上年增长:164%至171%,同比上年增长1,197,000万元至1,247,800万元。",19503000000.0,167.5,"2026年上半年,资本市场稳中向好态势巩固,公司锚定“国内全面领先,国际特色卓越”战略目标,抢抓资本市场高质量发展和加快建设上海国际金融中心的历史机遇,扎实做好金融“五篇大文章”,深入践行以客户为中心的经营理念,统筹推进整合融合、协同联动与深化改革,着力构筑“投资+投行+投研”服务新质生产力的全链条优势,不断提升综合金融服务水平,加快释放整合融合效能,财富管理、投资银行、机构与交易、投资管理等业务收入同比显著增长,经营业绩创同期历史新高,为加快打造具备国际竞争力与市场引领力的一流投资银行奠定坚实基础。2026年上半年,归属于母公司所有者的扣除非经常性损益的净利润同比增加164%到171%,归属于母公司所有者的净利润,因上年同期数据中包含合并产生的负商誉,同比增加27%到30%。",预增,7279000000.0,2026-07-04
4628,601211,国泰海通,归属于上市公司股东的净利润,"预计2026年1-6月归属于上市公司股东的净利润盈利:2,000,300万元至2,051,100万元,同比上年增长:27%至30%,同比上年增长426,600万元至477,400万元。",20257000000.0,28.5,"2026年上半年,资本市场稳中向好态势巩固,公司锚定“国内全面领先,国际特色卓越”战略目标,抢抓资本市场高质量发展和加快建设上海国际金融中心的历史机遇,扎实做好金融“五篇大文章”,深入践行以客户为中心的经营理念,统筹推进整合融合、协同联动与深化改革,着力构筑“投资+投行+投研”服务新质生产力的全链条优势,不断提升综合金融服务水平,加快释放整合融合效能,财富管理、投资银行、机构与交易、投资管理等业务收入同比显著增长,经营业绩创同期历史新高,为加快打造具备国际竞争力与市场引领力的一流投资银行奠定坚实基础。2026年上半年,归属于母公司所有者的扣除非经常性损益的净利润同比增加164%到171%,归属于母公司所有者的净利润,因上年同期数据中包含合并产生的负商誉,同比增加27%到30%。",略增,15737000000.0,2026-07-04
4629,600744,华银电力,扣除非经常性损益后的净利润,"预计2026年1-6月扣除非经常性损益后的净利润盈利:4,000万元至5,000万元,同比上年下降:75.59%至80.47%。",45000000.0,-78.03,"2026年上半年湖南省处于丰水期且今年来水颇丰,省内水力发电同比增长约45%,阶段性压缩了公司火力发电和新能源发电的空间,也影响了电力现货交易市场价格走低,使得公司利润同比减少;自2026年6月1日起,湖南省火电容量电价提升至330元/千瓦,但前五个月依然实施165元/千瓦的容量电价,对公司火电收入的正向支撑未完全体现。",预减,204851500.0,2026-07-04
4630,600744,华银电力,归属于上市公司股东的净利润,"预计2026年1-6月归属于上市公司股东的净利润盈利:4,500万元至5,500万元,同比上年下降:73.37%至78.21%。",50000000.0,-75.79,"2026年上半年湖南省处于丰水期且今年来水颇丰,省内水力发电同比增长约45%,阶段性压缩了公司火力发电和新能源发电的空间,也影响了电力现货交易市场价格走低,使得公司利润同比减少;自2026年6月1日起,湖南省火电容量电价提升至330元/千瓦,但前五个月依然实施165元/千瓦的容量电价,对公司火电收入的正向支撑未完全体现。",预减,206562100.0,2026-07-04
4631,600084,*ST尼雅,扣除非经常性损益后的净利润,"预计2026年1-6月扣除非经常性损益后的净利润盈利:260万元至380万元,同比上年增长476.2万元至596.2万元。",3200000.0,248.01,"(一)主营业务影响上半年,公司通过开源增收与降本增效多措并举改善公司经营业绩,一方面通过拓展大型团购客户增加盈利来源,另一方面通过强化成本费用管控实现降本,公司主营业务盈利能力有所改善。(二)非经营性损益的影响上半年,公司收到了政府补助、技术研发收益、非流动资产处置损益等,对公司非经常性损益产生影响。(三)上年基数较小归属于母公司所有者的净利润和归属于母公司所有者的扣除非经常性损益的净利润与上年同期相比增幅较大,主要原因是上年基数较小。",扭亏,-2162000.0,2026-07-04
4632,600084,*ST尼雅,归属于上市公司股东的净利润,"预计2026年1-6月归属于上市公司股东的净利润盈利:750万元至1,090万元,同比上年增长:1016.9%至1523.23%,同比上年增长682.85万元至1,022.85万元。",9200000.0,1270.065,"(一)主营业务影响上半年,公司通过开源增收与降本增效多措并举改善公司经营业绩,一方面通过拓展大型团购客户增加盈利来源,另一方面通过强化成本费用管控实现降本,公司主营业务盈利能力有所改善。(二)非经营性损益的影响上半年,公司收到了政府补助、技术研发收益、非流动资产处置损益等,对公司非经常性损益产生影响。(三)上年基数较小归属于母公司所有者的净利润和归属于母公司所有者的扣除非经常性损益的净利润与上年同期相比增幅较大,主要原因是上年基数较小。",预增,671500.0,2026-07-04
